year,category,band,institute_id,name,city,state
2018,University,151-200,,Chettinad Academy of Research and Education,Chennai,Tamil Nadu
2018,University,151-200,,Chitkara University,Rajpura,Punjab
2018,University,151-200,,Chitkara University,Solan,Himachal Pradesh
2018,University,151-200,,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh
2018,University,151-200,,Dharmsinh Desai University,Nadiad,Gujarat
2018,University,151-200,,DIT University,Dehradun,Uttarakhand
2018,University,151-200,,Dr. Harisingh Gour Vishwavidyalaya,Sagar,Madhya Pradesh
2018,University,151-200,,Fakir Mohan University,Balasore,Odisha
2018,University,151-200,,G. L. A. University,Mathura,Uttar Pradesh
2018,University,151-200,,Gulbarga University,Gulbarga,Karnataka
2018,University,151-200,,Guru Ghasidas Vishwavidyalaya,Bilaspur,Chhattisgarh
2018,University,151-200,,Himachal Pradesh University,Shimla,Himachal Pradesh
2018,University,151-200,,Integral University,Lucknow,Uttar Pradesh
2018,University,151-200,,Jawaharlal Nehru Technological University,Anantapur,Andhra Pradesh
2018,University,151-200,,Jaypee University of Engeenering & Technology,Guna,Madhya Pradesh
2018,University,151-200,,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu
2018,University,151-200,,Karnataka University,Dharwad,Karnataka
2018,University,151-200,,Lingaya`s Vidyapeeth,Faridabad,Haryana
2018,University,151-200,,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu
2018,University,151-200,,M. S. Ramaiah University of Applied Sciences,Bengaluru,Karnataka
2018,University,151-200,,Maharishi Markandeshwar,Ambala,Haryana
2018,University,151-200,,ManavRachna International Institute of Research & Studies,Faridabad,Haryana
2018,University,151-200,,Manipal University,Jaipur,Rajasthan
2018,University,151-200,,Manonmaniam Sundaranar University,Tirunelveli,Tamil Nadu
2018,University,151-200,,Mumbai University,Mumbai,Maharashtra
2018,University,151-200,,North Maharashtra University,Umavinagar,Maharashtra
2018,University,151-200,,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat
2018,University,151-200,,Sambalpur University,Sambalpur,Odisha
2018,University,151-200,,Sardar Patel University,Anand,Gujarat
2018,University,151-200,,Sharda University,Greater Noida,Uttar Pradesh
2018,University,151-200,,Sikkim University,Gangtok,Sikkim
2018,University,151-200,,Sri Chandrasekharendra Saraswathi Vishwa Mahavidyalaya,Kancheepuram,Tamil Nadu
2018,University,151-200,,Sri Padmavathi Mahila Visva Vidyalayam,Tirupathi,Andhra Pradesh
2018,University,151-200,,Telangana University,Nizamabad,Telangana
2018,University,151-200,,The LNM Institute of Information Technology,Jaipur,Rajasthan
2018,University,151-200,,The Northcap University,Gurgaon,Haryana
2018,University,151-200,,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra
2018,University,151-200,,Tripura University,Agartala,Tripura
2018,University,151-200,,Veer Surendra Sai University of Technology,Burla,Odisha
2018,University,151-200,,Xavier University,Bhuabaneswar,Odisha
2018,University,151-200,,Yogi Vemana University,Kadapa,Andhra Pradesh
2019,Overall,101-150,,Annamalai University,Annamalainagar,Tamil Nadu
2019,Overall,101-150,,Assam University,Silchar,Assam
2019,Overall,101-150,,Central University of Kerala,Kasaragod,Kerala
2019,Overall,101-150,,Central University of Punjab,Bathinda,Punjab
2019,Overall,101-150,,D. Y. Patil Educational Society,Kolhapur,Maharashtra
2019,Overall,101-150,,Dayalbagh Educational Institute,Agra,Uttar Pradesh
2019,Overall,101-150,,Dibrugarh University,Dibrugarh,Assam
2019,Overall,101-150,,Dr. Babasaheb Ambedkar Marathwada University,Aurangabad,Maharashtra
2019,Overall,101-150,,Dr. Y. S. Parmar University of Horticulture and Forestry,Solan,Himachal Pradesh
2019,Overall,101-150,,Gandhi Institute of Technology and Management,Visakhapatnam,Andhra Pradesh
2019,Overall,101-150,,Goa University,Goa,Goa
2019,Overall,101-150,,Gujarat University,Ahmedabad,Gujarat
2019,Overall,101-150,,International Institute of Information Technology Hyderabad,Hyderabad,Telangana
2019,Overall,101-150,,Jawaharlal Nehru Technological University,Anantapur,Andhra Pradesh
2019,Overall,101-150,,Junagadh Agricultural University,Junagadh,Gujarat
2019,Overall,101-150,,Kalyani University,Kalyani,West Bengal
2019,Overall,101-150,,Karunya Institute of Technology and Sciences,Coimbatore,Tamil Nadu
2019,Overall,101-150,,Kumaraguru College of Technology,Coimbatore,Tamil Nadu
2019,Overall,101-150,,Kurukshetra University,Kurukshetra,Haryana
2019,Overall,101-150,,Kuvempu University,Shimoga,Karnataka
2019,Overall,101-150,,Lovely Professional University,Phagwara,Punjab
2019,Overall,101-150,,Maharshi Dayanand University,Rohtak,Haryana
2019,Overall,101-150,,Malviya National Institute of Technology,Jaipur,Rajasthan
2019,Overall,101-150,,Mangalore University,Mangalagangotri,Karnataka
2019,Overall,101-150,,Manonmaniam Sundaranar University,Tirunelveli,Tamil Nadu
2019,Overall,101-150,,Maulana Azad National Institute of Technology,Bhopal,Madhya Pradesh
2019,Overall,101-150,,Meenakshi Academy of Higher Education and Research,Chennai,Tamil Nadu
2019,Overall,101-150,,Mizoram University,Aizawl,Mizoram
2019,Overall,101-150,,Mumbai University,Mumbai,Maharashtra
2019,Overall,101-150,,Nagaland University,Zunheboto,Nagaland
2019,Overall,101-150,,National Institute of Technology Hamirpur,Hamirpur,Himachal Pradesh
2019,Overall,101-150,,National Institute of Technology Raipur,Raipur,Chhattisgarh
2019,Overall,101-150,,National Institute of Technology Silchar,Silchar,Assam
2019,Overall,101-150,,Orissa University of Agriculture & Technology,Khordha,Odisha
2019,Overall,101-150,,Padmashree Dr. D. Y. Patil Vidyapeeth,Mumbai,Maharashtra
2019,Overall,101-150,,PES University,Bengaluru,Karnataka
2019,Overall,101-150,,Professor Jayashankar Telangana State Agricultural University,Hyderabad,Telangana
2019,Overall,101-150,,Rajiv Gandhi University,Itanagar,Arunachal Pradesh
2019,Overall,101-150,,School of Planning and Architecture New Delhi,New Delhi,Delhi
2019,Overall,101-150,,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir
2019,Overall,101-150,,Sri Balaji Vidyapeeth Mahatma Gandhi Medical College Campus,Puducherry,Pondicherry
2019,Overall,101-150,,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh
2019,Overall,101-150,,Sri Venkateswara Institute of Medical Sciences,Tirupati,Andhra Pradesh
2019,Overall,101-150,,The Gandhigram Rural Institute,Gandhigram,Tamil Nadu
2019,Overall,101-150,,The University of Burdwan,Barddhaman,West Bengal
2019,Overall,101-150,,Thiagarajar College of Engineering,Madurai,Tamil Nadu
2019,Overall,101-150,,University of Agricultural Sciences,Dharwad,Karnataka
2019,Overall,101-150,,University of Jammu,Jammu Tawi,Jammu and Kashmir
2019,Overall,101-150,,"Vignan`s Foundation for Science, Technology and Research",Guntur,Andhra Pradesh
2019,Overall,101-150,,Yenepoya,Mangalore,Karnataka
2019,Overall,151-200,,Acharya N G Ranga Agricultural University,Guntur,Andhra Pradesh
2019,Overall,151-200,,Amity University,Gurgaon,Haryana
2019,Overall,151-200,,Bannari Amman Institute of Technology,Sathyamangalam,Tamil Nadu
2019,Overall,151-200,,Central Agricultural University,Imphal West,Manipur
2019,Overall,151-200,,Chaitanya Bharathi Institute of Technology,Hyderabad,Telangana
2019,Overall,151-200,,Chaudhary Sarwan Kumar Himachal Pardesh Krishi Vishvavidyalaya,Kangra,Himachal Pradesh
2019,Overall,151-200,,Coimbatore Institute of Technology,Coimbatore,Tamil Nadu
2019,Overall,151-200,,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh
2019,Overall,151-200,,Dharmsinh Desai University,Nadiad,Gujarat
2019,Overall,151-200,,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat
2019,Overall,151-200,,English & Foreign Languages University,Hyderabad,Telangana
2019,Overall,151-200,,G. H. Raisoni College of Engineering,Nagpur,Maharashtra
2019,Overall,151-200,,Godavari Institute of Engineering & Technology,Rajahmundry,Andhra Pradesh
2019,Overall,151-200,,Government College of Technology,Coimbatore,Tamil Nadu
2019,Overall,151-200,,Graphic Era University,Dehradun,Uttarakhand
2019,Overall,151-200,,Guru Jambheshwar University of Science and Technology,Hisar,Haryana
2019,Overall,151-200,,Hindustan Institute of Technology and Science,Chennai,Tamil Nadu
2019,Overall,151-200,,Indraprastha Institute of Information Technology,New Delhi,Delhi
2019,Overall,151-200,,Institute of Engineering & Management,Kolkata,West Bengal
2019,Overall,151-200,,Jain university,Bengluru,Karnataka
2019,Overall,151-200,,Jaypee Institute of Information Technology,Noida,Uttar Pradesh
2019,Overall,151-200,,Jaypee University of Information Technology,Solan,Himachal Pradesh
2019,Overall,151-200,,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu
2019,Overall,151-200,,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu
2019,Overall,151-200,,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat
2019,Overall,151-200,,Mepco Schlenk Engineering College,Sivakasi,Tamil Nadu
2019,Overall,151-200,,N. M. A. M. Institute of Technology,Nitte,Karnataka
2019,Overall,151-200,,National Institute of Industrial Engineering,Mumbai,Maharashtra
2019,Overall,151-200,,Navsari Agricultural University,Navsari,Gujarat
2019,Overall,151-200,,Nirma University,Ahmedabad,Gujarat
2019,Overall,151-200,,Pravara Institute of Medical Sciences,Ahmednagar,Maharashtra
2019,Overall,151-200,,Rajasthan University of Veterinary & Animal Sciences,Bikaner,Rajasthan
2019,Overall,151-200,,Saurashtra University,Rajkot,Gujarat
2019,Overall,151-200,,Saveetha Engineering College,Sriperumbudur,Tamil Nadu
2019,Overall,151-200,,Shivaji University,Kolhapur,Maharashtra
2019,Overall,151-200,,Shri Ramdeobaba College of Engineering and Management,Nagpur,Maharashtra
2019,Overall,151-200,,Sikkim Manipal University,Gangtok,Sikkim
2019,Overall,151-200,,Sona College of Technology,Salem,Tamil Nadu
2019,Overall,151-200,,Sri Jayachamarajendra College of Engineering,Mysore,Karnataka
2019,Overall,151-200,,Sri Krishna College of Engineering and Technology,Coimbatore,Tamil Nadu
2019,Overall,151-200,,Sri Krishnadevaraya University,Anantapur,Andhra Pradesh
2019,Overall,151-200,,Sri Sairam Engineering College,Kancheepuram,Tamil Nadu
2019,Overall,151-200,,Sri Venkateswara Veterinary University,Tirupati,Andhra Pradesh
2019,Overall,151-200,,Tumkur University,Tumkur,Karnataka
2019,Overall,151-200,,University College,Thiruvananthapuram,Kerala
2019,Overall,151-200,,University College of Engineering,Kakinada,Andhra Pradesh
2019,Overall,151-200,,Utkal University,Bhubaneswar,Odisha
2019,Overall,151-200,,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology,Hyderabad,Telangana
2019,Overall,151-200,,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu
2019,Overall,151-200,,Yeshwantrao Chavan College of Engineering,Nagpur,Maharashtra
2019,College,101-150,,A. V. C. College,Nagapattinam,Tamil Nadu
2019,College,101-150,,Aryabhatta College,Delhi,Delhi
2019,College,101-150,,Auxilium College,Vellore,Tamil Nadu
2019,College,101-150,,Bharathi Womens College,Chennai,Tamil Nadu
2019,College,101-150,,Bishop Kurialacherry College For Women,Kottayam,Kerala
2019,College,101-150,,Bishop Moore College,Alappuzha,Kerala
2019,College,101-150,,CMS College Kottayam,Kottayam,Kerala
2019,College,101-150,,College of Vocational Studies,New Delhi,Delhi
2019,College,101-150,,Delhi School of Professional Studies and Research,Delhi,Delhi
2019,College,101-150,,Dempo Charities Trust Dhempe College of Arts & Science,North Goa,Goa
2019,College,101-150,,Dr. V. S. Krishna Govt. Degree College,Visakhapatnam,Andhra Pradesh
2019,College,101-150,,Government Arts College,Kumbakonam,Tamil Nadu
2019,College,101-150,,Government Arts College,Udumalpet,Tamil Nadu
2019,College,101-150,,Government Institute of Forensic Science,Nagpur,Maharashtra
2019,College,101-150,,"Govt Post-Graduate College for Girls, Sector-11",Chandigarh,Chandigarh
2019,College,101-150,,Govt. College Kasaragod,Kasaragod,Kerala
2019,College,101-150,,Govt. College of Arts Science & Commerce Khandola,North Goa,Goa
2019,College,101-150,,Govt. College of Arts Science & Commerce Sanquelim,Sankhali,Goa
2019,College,101-150,,Govt. Victoria College,Palakkad,Kerala
2019,College,101-150,,Guru Nanak College,Chennai,Tamil Nadu
2019,College,101-150,,Indira Gandhi College of Arts and Science,Puducherry,Pondicherry
2019,College,101-150,,Kuriakose Gregorios College,Kottayam,Kerala
2019,College,101-150,,Lakshmi Bai College,Delhi,Delhi
2019,College,101-150,,Late Sushilabai Ramchandrarao Mamidwar College of Social Work,Chandrapur,Maharashtra
2019,College,101-150,,Loyala Academy,Hyderabad,Telangana
2019,College,101-150,,M. G. Science Institute,Ahmedabad,Gujarat
2019,College,101-150,,M. V. M. Govt. Arts College for Women,Dindigul,Tamil Nadu
2019,College,101-150,,Madura College,Madurai,Tamil Nadu
2019,College,101-150,,Maharaja's College,Ernakulam,Kerala
2019,College,101-150,,Mahatma Gandhi Govt. Arts College,Mahe,Pondicherry
2019,College,101-150,,Mar Athanasius College,Kothamangalam,Kerala
2019,College,101-150,,Marian College,Kuttikanam,Kerala
2019,College,101-150,,N. G. M. College,Coimbatore,Tamil Nadu
2019,College,101-150,,National College,Tiruchirappalli,Tamil Nadu
2019,College,101-150,,Nehru Arts & Science College,Kasaragod,Kerala
2019,College,101-150,,Nesamony Memorial Christian College,Kanniyakumari,Tamil Nadu
2019,College,101-150,,Nirmala College,Ernakulam,Kerala
2019,College,101-150,,Pachhunga University College,Aizawl,Mizoram
2019,College,101-150,,Ponda Education Society`s Shri Ravi S. Naik College of Arts & Science,North Goa,Goa
2019,College,101-150,,Rathinam College of Arts and Science,Coimbatore,Tamil Nadu
2019,College,101-150,,SDNB Vaishnav College,Chennai,Tamil Nadu
2019,College,101-150,,Seethalakshmi Ramaswami College,Tiruchirappalli,Tamil Nadu
2019,College,101-150,,Shaheed Bhagat Singh College (Evening),Delhi,Delhi
2019,College,101-150,,Sri Aurobindo College (Evening),Delhi,Delhi
2019,College,101-150,,Sri Sarada College for Women,Salem,Tamil Nadu
2019,College,101-150,,St. Aloysius College,Mangalore,Karnataka
2019,College,101-150,,St. Dominic's College,Kottayam,Kerala
2019,College,101-150,,St. Joseph`s Arts & Science College,Bengaluru,Karnataka
2019,College,101-150,,The American College,Madurai,Tamil Nadu
2019,College,101-150,,Vimala College,Thrissur,Kerala
2019,College,151-200,,Aditi Mahavidyalaya,Delhi,Delhi
2019,College,151-200,,Alphonsa College,Pala,Kerala
2019,College,151-200,,Arul Anandar College,Madurai,Tamil Nadu
2019,College,151-200,,B. C. M. College,Kottayam,Kerala
2019,College,151-200,,Bhandarkar`s Arts & Science College,Udupi,Karnataka
2019,College,151-200,,"Bharathiya Vidya Bhavan`s Vivekananda College of Science, Humanities & Commerce",Secunderabad,Telangana
2019,College,151-200,,Bharati Vidyapeeth`s College of Fine Arts,Pune,Maharashtra
2019,College,151-200,,Catholicate College,Pathanamthitta,Kerala
2019,College,151-200,,Cauvery College for Women,Tiruchirappalli,Tamil Nadu
2019,College,151-200,,"College of Home Science, Nirmala Niketan",Mumbai,Maharashtra
2019,College,151-200,,D. A. V. College,Chandigarh,Chandigarh
2019,College,151-200,,Devamatha College,Kottayam,Kerala
2019,College,151-200,,Dispur College,Kamrup,Assam
2019,College,151-200,,Dr. Ambedkar Govt. Arts College,Chennai,Tamil Nadu
2019,College,151-200,,Dr. S. N. S. Rajalakshmi College of Arts and Science,Coimbatore,Tamil Nadu
2019,College,151-200,,Gobi Arts & Science College,Erode,Tamil Nadu
2019,College,151-200,,Holy Cross College,Kanyakumari,Tamil Nadu
2019,College,151-200,,K. S. R. Arts & Science College,Namakkal,Tamil Nadu
2019,College,151-200,,Kongu Arts & Science College,Erode,Tamil Nadu
2019,College,151-200,,Kristu Jayanti College,Bengaluru,Karnataka
2019,College,151-200,,Kundavai Naachiyaar Government College for Women,Thanjavur,Tamil Nadu
2019,College,151-200,,LRG Government Arts College for Women,Tiruppur,Tamil Nadu
2019,College,151-200,,M. O. P. Vaishnav College for Women,Chennai,Tamil Nadu
2019,College,151-200,,Mahendra Arts & Science College,Namakkal,Tamil Nadu
2019,College,151-200,,Mercy College,Palakkad,Kerala
2019,College,151-200,,MES Ponnani College,Malappuram,Kerala
2019,College,151-200,,Nanjil Catholic College of Arts and Science,Kanniyakumari,Tamil Nadu
2019,College,151-200,,New College,Chennai,Tamil Nadu
2019,College,151-200,,Nirmala College for Women,Coimbatore,Tamil Nadu
2019,College,151-200,,Parvatibai Chowgule College of Arts & Science,South Goa,Goa
2019,College,151-200,,Post Graduate Government College for Girls,Chandigarh,Chandigarh
2019,College,151-200,,PSMO College,Malappuram,Kerala
2019,College,151-200,,Rajah Serfoji Government College,Thanjavur,Tamil Nadu
2019,College,151-200,,Rani Anna Government College for Women,Tirunelveli,Tamil Nadu
2019,College,151-200,,S S Jain Subodh P G College,Jaipur,Rajasthan
2019,College,151-200,,S. N. College,Thrissur,Kerala
2019,College,151-200,,S. R. R. & C. V. R. Govt. Degree College,Krishna,Andhra Pradesh
2019,College,151-200,,Shri Shankarlal Sundarbai Shasun Jain College for Women,Chennai,Tamil Nadu
2019,College,151-200,,Shri Vile Parle Kelvani Mandal`s Mithibai College of Arts Chauhan Institute of Science and Amrutben Jivanlal College of Commerce and Economics,Mumbai,Maharashtra
2019,College,151-200,,Sikkim Government College,Tadong,Sikkim
2019,College,151-200,,Sri Guru Nanak Dev Khalsa College,Delhi,Delhi
2019,College,151-200,,Sri GVG Visalakshi College for Women,Tiruppur,Tamil Nadu
2019,College,151-200,,Sri Ramakrishna College of Arts & Science for Women,Coimbatore,Tamil Nadu
2019,College,151-200,,Sri Ramakrishna College of Arts and Science,Coimbatore,Tamil Nadu
2019,College,151-200,,St. Joseph's College,Trichur,Kerala
2019,College,151-200,,St. Thomas College,Kottayam,Kerala
2019,College,151-200,,St. Wilfred`s P. G. College,Jaipur,Rajasthan
2019,College,151-200,,U. C. College,Ernakulam,Kerala
2019,College,151-200,,V. V. Vanniaperumal College for Women,Virudhunagar,Tamil Nadu
2019,College,151-200,,Vivekananda College,Madurai,Tamil Nadu
2019,University,101-150,,Acharya N G Ranga Agricultural University,Guntur,Andhra Pradesh
2019,University,101-150,,Amity University,Gurgaon,Haryana
2019,University,101-150,,Annamalai University,Annamalainagar,Tamil Nadu
2019,University,101-150,,Central Agricultural University,Imphal West,Manipur
2019,University,101-150,,Central University of Kerala,Kasaragod,Kerala
2019,University,101-150,,Charotar University of Science & Technology,Changa,Gujarat
2019,University,101-150,,Chaudhary Sarwan Kumar Himachal Pardesh Krishi Vishvavidyalaya,Kangra,Himachal Pradesh
2019,University,101-150,,Chettinad Academy of Research and Education,Chennai,Tamil Nadu
2019,University,101-150,,D. Y. Patil Educational Society,Kolhapur,Maharashtra
2019,University,101-150,,Devi Ahilya Vishwavidyalaya,Indore,Madhya Pradesh
2019,University,101-150,,Dharmsinh Desai University,Nadiad,Gujarat
2019,University,101-150,,Dhirubhai Ambani Institute of Information and Communication Technology,Gandhinagar,Gujarat
2019,University,101-150,,English & Foreign Languages University,Hyderabad,Telangana
2019,University,101-150,,Graphic Era University,Dehradun,Uttarakhand
2019,University,101-150,,Gujarat University,Ahmedabad,Gujarat
2019,University,101-150,,Guru Jambheshwar University of Science and Technology,Hisar,Haryana
2019,University,101-150,,Hindustan Institute of Technology and Science,Chennai,Tamil Nadu
2019,University,101-150,,Indraprastha Institute of Information Technology,New Delhi,Delhi
2019,University,101-150,,Jawaharlal Nehru Technological University,Anantapur,Andhra Pradesh
2019,University,101-150,,Jaypee Institute of Information Technology,Noida,Uttar Pradesh
2019,University,101-150,,Jaypee University of Information Technology,Solan,Himachal Pradesh
2019,University,101-150,,Junagadh Agricultural University,Junagadh,Gujarat
2019,University,101-150,,Kalasalingam Academy of Research and Higher Education,Srivilliputtur,Tamil Nadu
2019,University,101-150,,Lovely Professional University,Phagwara,Punjab
2019,University,101-150,,M. G. R. Educational and Research Institute,Chennai,Tamil Nadu
2019,University,101-150,,Maharaja Sayajirao University of Baroda,Vadodara,Gujarat
2019,University,101-150,,Nagaland University,Zunheboto,Nagaland
2019,University,101-150,,Navsari Agricultural University,Navsari,Gujarat
2019,University,101-150,,Nirma University,Ahmedabad,Gujarat
2019,University,101-150,,Orissa University of Agriculture & Technology,Khordha,Odisha
2019,University,101-150,,PES University,Bengaluru,Karnataka
2019,University,101-150,,Pravara Institute of Medical Sciences,Ahmednagar,Maharashtra
2019,University,101-150,,Presidency University,Kolkata,West Bengal
2019,University,101-150,,Rajasthan University of Veterinary & Animal Sciences,Bikaner,Rajasthan
2019,University,101-150,,Rajiv Gandhi Institute of Petroleum Technology,Amethi,Uttar Pradesh
2019,University,101-150,,Saurashtra University,Rajkot,Gujarat
2019,University,101-150,,Shivaji University,Kolhapur,Maharashtra
2019,University,101-150,,Shoolini University of Biotechnology and Management Sciences,Solan,Himachal Pradesh
2019,University,101-150,,Shri Mata Vaishno Devi University,Katra,Jammu and Kashmir
2019,University,101-150,,Sikkim Manipal University,Gangtok,Sikkim
2019,University,101-150,,Sri Krishnadevaraya University,Anantapur,Andhra Pradesh
2019,University,101-150,,Sri Sathya Sai Institute of Higher Learning,Anantapur,Andhra Pradesh
2019,University,101-150,,Sri Venkateswara Veterinary University,Tirupati,Andhra Pradesh
2019,University,101-150,,Teri University,New Delhi,Delhi
2019,University,101-150,,Tumkur University,Tumkur,Karnataka
2019,University,101-150,,Utkal University,Bhubaneswar,Odisha
2019,University,101-150,,Vel Tech Rangarajan Dr. Sagunthala R & D Institute of Science and Technology,Chennai,Tamil Nadu
2019,University,101-150,,Vesveswaraiah Technological University,Belgaum,Karnataka
2019,University,101-150,,Vidyasagar University,Midnapore,West Bengal
2019,University,101-150,,"Vignan`s Foundation for Science, Technology and Research",Guntur,Andhra Pradesh
2019,University,151-200,,Ambedkar University,Delhi,Delhi
2019,University,151-200,,Amity University,Jaipur,Rajasthan
2019,University,151-200,,Avinashilingam Institute for Home Science & Higher Education for Women,Coimbatore,Tamil Nadu
2019,University,151-200,,B. S. Abdur Rahman Crescent Institute of Science and Technology,Chennai,Tamil Nadu
2019,University,151-200,,Bihar Agriculture University,Bhagalpur,Bihar
2019,University,151-200,,Central University of Gujarat,Gandhinagar,Gujarat
2019,University,151-200,,Central University of Orissa,Koraput,Odisha
2019,University,151-200,,Central University of Rajasthan,Bandar Sindri,Rajasthan
2019,University,151-200,,Central University of Tamil Nadu,Tiruvarur,Tamil Nadu
2019,University,151-200,,Chitkara University,Rajpura,Punjab
2019,University,151-200,,Chitkara University,Solan,Himachal Pradesh
2019,University,151-200,,Fakir Mohan University,Balasore,Odisha
2019,University,151-200,,Galgotias University,Gautam Budh Nagar,Uttar Pradesh
2019,University,151-200,,Himachal Pradesh University,Shimla,Himachal Pradesh
2019,University,151-200,,Jawaharlal Nehru Technological University,Kakinada,Andhra Pradesh
2019,University,151-200,,Kakatiya University,Hanamkonda,Telangana
2019,University,151-200,,Karnataka University,Dharwad,Karnataka
2019,University,151-200,,Karpagam Academy of Higher Education,Coimbatore,Tamil Nadu
2019,University,151-200,,Kerala Veterinary & Animal Sciences University,Wayanad,Kerala
2019,University,151-200,,KLE Technological University,Dharwad,Karnataka
2019,University,151-200,,Maharishi Markandeshwar,Ambala,Haryana
2019,University,151-200,,Manav Rachna International Institute of Research & Studies,Faridabad,Haryana
2019,University,151-200,,Manipal University,Jaipur,Rajasthan
2019,University,151-200,,Manipur University,Imphal,Manipur
2019,University,151-200,,Maulana Azad National Urdu University,Hyderabad,Telangana
2019,University,151-200,,MGM Institute of Health Sciences,Navi Mumbai,Maharashtra
2019,University,151-200,,North Eastern Regional Institute of Science & Technology,Itanagar,Arunachal Pradesh
2019,University,151-200,,North Maharashtra University,Umavinagar,Maharashtra
2019,University,151-200,,Pandit Deendayal Petroleum University,Gandhinagar,Gujarat
2019,University,151-200,,Pt. Ravishankar Shukla University,Raipur,Chhattisgarh
2019,University,151-200,,Punjabi University,Patiala,Punjab
2019,University,151-200,,Rabindranath Tagore University,Raisen,Madhya Pradesh
2019,University,151-200,,Reva University,Bengaluru,Karnataka
2019,University,151-200,,Sambalpur University,Sambalpur,Odisha
2019,University,151-200,,Sant Longowal Institute of Engineering & Technology,Longowal,Punjab
2019,University,151-200,,Sharda University,Greater Noida,Uttar Pradesh
2019,University,151-200,,Sikkim University,Gangtok,Sikkim
2019,University,151-200,,Sri Chandrasekharendra Saraswathi Vishwa Mahavidyalaya,Kancheepuram,Tamil Nadu
2019,University,151-200,,Sri Padmavathi Mahila Visva Vidyalayam,Tirupathi,Andhra Pradesh
2019,University,151-200,,Tamil Nadu Fisheries University,Nagapattinam,Tamil Nadu
2019,University,151-200,,The LNM Institute of Information Technology,Jaipur,Rajasthan
2019,University,151-200,,The Northcap University,Gurgaon,Haryana
2019,University,151-200,,The Rashtrasant Tukadoji Maharaj Nagpur University,Nagpur,Maharashtra
2019,University,151-200,,Tripura University,Agartala,Tripura
2019,University,151-200,,University of Petroleum and Energy Studies,Dehradun,Uttarakhand
2019,University,151-200,,Veer Surendra Sai University of Technology,Burla,Odisha
2019,University,151-200,,VELS Institute of Science Technology & Advanced Studies,Chennai,Tamil Nadu
2019,University,151-200,,Vinayaka Mission's Research Foundation,Salem,Tamil Nadu
2019,University,151-200,,Xavier University,Bhubaneswar,Odisha
2019,University,151-200,,Yogi Vemana University,Kadapa,Andhra Pradesh
2020,Engineering,101-150,,ABES Engineering College,Ghaziabad,Uttar Pradesh
2020,Engineering,101-150,,Academy of Maritime Education and Training,Kancheepuram,Tamil Nadu
2020,Engineering,101-150,,Annamalai University,Annamalainagar,Tamil Nadu
2020,Engineering,101-150,,B. P. Poddar Institute of Management & Technology,Kolkata,West Bengal
2020,Engineering,101-150,,Bangalore Institute of Technology,Bangalore,Karnataka
2020,Engineering,101-150,,Basaveshwar Engineering College,Bagalkot,Karnataka
2020,Engineering,101-150,,C M R Institute of Technology,Bengaluru,Karnataka
2020,Engineering,101-150,,Centurion  University  of Technology and Management,Paralakhemundi,Odisha
2020,Engineering,101-150,,Chandigarh Engg College,Sahibzada Ajit Singh Nagar,Punjab
2020,Engineering,101-150,,Dr. B. R. Ambedkar Institute of Technology,South Andaman,Andaman and Nicobar Islands
2020,Engineering,101-150,,Easwari Engineering College,Chennai,Tamil Nadu
2020,Engineering,101-150,,Fr. C. Rodrigues Institute of Technology,Navi Mumbai,Maharashtra
2020,Engineering,101-150,,G. M. R. Institute of Technology,Rajam,Andhra Pradesh
2020,Engineering,101-150,,Galgotias College of Engineering & Technology,Greater Noida,Uttar Pradesh
2020,Engineering,101-150,,Gogte Institute of Technology,Belgaum,Karnataka
2020,Engineering,101-150,,Institute of Infrastructure Technology Research and Management (IITRAM),Ahmedabad,Gujarat
2020,Engineering,101-150,,International Institute of Information Technology Bhubaneswar,Bhubaneswar,Odisha
2020,Engineering,101-150,,Jamia Hamdard,New Delhi,Delhi
2020,Engineering,101-150,,Jayawant Shikshan Prasarak Mandal`s Rajarshi Shahu College of Engineering,Pune,Maharashtra
2020,Engineering,101-150,,JSS Academy of Technical Education,Gautam Budh Nagar,Uttar Pradesh
2020,Engineering,101-150,,Kakatiya Institute of Technology and Science,Warangal,Telangana
2020,Engineering,101-150,,Kasegaon Education Society`s Rajarambapu Institute of Technology,Islampur,Maharashtra
2020,Engineering,101-150,,KCG College of Technology,Chennai,Tamil Nadu
2020,Engineering,101-150,,KIET Group of Institutions,Ghaziabad,Uttar Pradesh
2020,Engineering,101-150,,Lakireddy Bali Reddy College of Engineering,Mylavaram,Andhra Pradesh
